region_key,month,day,TMIN,TMAX,IRRAD,VAP,WIND,RAIN,n_years
wi,9,1,15.05,26.0767,19770000.0,16.7916,2.1028,0.1127,30
wi,9,2,15.69,26.2233,18707333.3,16.9857,2.3128,0.1523,30
wi,9,3,15.4333,25.7767,17928333.3,17.1919,2.1861,0.3883,30
wi,9,4,14.4367,25.33,17703666.7,16.1208,2.2249,0.216,30
wi,9,5,14.33,25.5333,17628000.0,16.2687,2.2381,0.1143,30
wi,9,6,15.2533,25.5567,18149666.7,16.6831,2.4315,0.191,30
wi,9,7,14.56,24.87,15479666.7,16.0124,2.28,0.3977,30
wi,9,8,13.4467,22.8933,15458333.3,14.9841,2.2029,0.2267,30
wi,9,9,12.4533,23.2667,16403000.0,14.8871,2.086,0.1413,30
wi,9,10,13.18,23.6533,15924333.3,15.0332,2.3827,0.274,30
wi,9,11,13.4,23.8033,16297666.7,14.6572,2.556,0.44,30
wi,9,12,13.0967,23.0833,14767333.3,14.6464,2.4306,0.3957,30
wi,9,13,12.5567,23.01,15513666.7,14.2447,2.3068,0.2713,30
wi,9,14,11.8433,22.7433,15397000.0,13.6682,2.2903,0.281,30
wi,9,15,11.9567,22.5967,15643666.7,13.9777,2.1794,0.1783,30
wi,9,16,12.18,23.2867,16821666.7,14.0071,2.2639,0.085,30
wi,9,17,12.3467,23.3567,15713333.3,13.9457,2.3396,0.1307,30
wi,9,18,12.2867,22.97,15239666.7,13.9452,2.2488,0.099,30
wi,9,19,13.5067,23.0033,13093000.0,14.9458,2.7021,0.6023,30
wi,9,20,12.5667,22.6933,14128333.3,14.6334,2.4428,0.311,30
wi,9,21,12.0933,22.0333,14062000.0,13.567,2.7131,0.3303,30
wi,9,22,11.1133,20.3967,13414666.7,13.1323,2.45,0.3467,30
wi,9,23,10.28,20.9533,14884333.3,12.6467,2.2634,0.218,30
wi,9,24,10.61,20.7533,14009333.3,12.462,2.6035,0.0957,30
wi,9,25,10.9233,21.3467,13483000.0,13.1218,2.421,0.27,30
wi,9,26,10.81,20.9967,14377333.3,12.4354,2.4806,0.3987,30
wi,9,27,10.2867,20.4633,12943333.3,12.2156,2.437,0.157,30
wi,9,28,9.3567,19.42,13399000.0,11.5518,2.5022,0.157,30
wi,9,29,8.95,19.4633,14103000.0,11.0432,2.4995,0.194,30
wi,9,30,9.5133,20.1233,13909000.0,11.2306,2.8984,0.0667,30
wi,10,1,9.85,19.77,12915666.7,11.7219,2.7172,0.245,30
wi,10,2,8.9033,19.28,12245666.7,11.3732,2.5196,0.2997,30
wi,10,3,9.2967,18.8967,11731000.0,11.6888,2.5287,0.2387,30
wi,10,4,8.36,18.06,12495666.7,10.6612,2.5915,0.2703,30
wi,10,5,8.0,17.8933,11409000.0,10.3787,2.6307,0.2523,30
wi,10,6,8.2633,18.2933,11495666.7,10.5935,2.8161,0.37,30
wi,10,7,8.1267,17.2933,11897000.0,10.0413,2.9401,0.171,30
wi,10,8,8.08,18.66,12678000.0,10.2635,2.6719,0.2097,30
wi,10,9,8.1367,18.5167,12927333.3,9.9832,2.5501,0.118,30
wi,10,10,6.9633,18.02,12542666.7,9.8784,2.4761,0.156,30
wi,10,11,7.04,18.67,11754333.3,9.9334,2.6427,0.2077,30
wi,10,12,8.1167,16.5933,9576333.3,10.4683,2.8594,0.2183,30
wi,10,13,7.2767,15.1433,9338000.0,9.7183,2.9878,0.45,30
wi,10,14,5.4333,14.1933,9637000.0,8.5209,2.9825,0.3473,30
wi,10,15,5.5433,14.0533,10010333.3,8.1224,3.0835,0.173,30
wi,10,16,5.26,14.0567,11354666.7,8.2701,2.6238,0.0877,30
wi,10,17,4.96,14.79,10559333.3,8.2213,2.7529,0.2487,30
wi,10,18,4.8167,15.41,10814333.3,7.9444,2.88,0.219,30
wi,10,19,5.09,14.8067,10125000.0,7.8095,2.8575,0.0843,30
wi,10,20,5.71,14.9767,10519000.0,7.9836,2.7258,0.043,30
wi,10,21,5.3967,14.33,9150000.0,8.0325,2.6528,0.152,30
wi,10,22,3.3467,13.88,8344333.3,7.5872,2.5208,0.2693,30
wi,10,23,5.09,12.5933,7781333.3,8.3711,2.795,0.4977,30
wi,10,24,4.9133,12.6567,7948666.7,8.9686,2.6468,0.31,30
wi,10,25,4.18,13.2567,9393333.3,8.261,2.5716,0.197,30
wi,10,26,4.22,11.54,7919666.7,7.8311,2.7926,0.3093,30
wi,10,27,3.17,11.3833,8965000.0,7.5205,2.5242,0.1067,30
wi,10,28,2.7467,10.9967,8998666.7,6.967,2.7689,0.1653,30
wi,10,29,3.4533,11.9533,8610000.0,7.4942,2.7076,0.15,30
wi,10,30,4.63,12.4967,7874000.0,7.9558,2.8731,0.1093,30
wi,10,31,3.6033,11.2367,8083333.3,7.488,2.9681,0.226,30
wi,11,1,2.0533,10.5067,8480666.7,6.5421,2.7679,0.1263,30
wi,11,2,2.2067,10.5267,8529333.3,6.3773,2.802,0.149,30
wi,11,3,1.6467,10.5367,8965666.7,6.2765,2.5546,0.1513,30
wi,11,4,2.8667,10.8467,7619666.7,7.2526,2.6272,0.3143,30
wi,11,5,2.81,10.7233,7368666.7,7.1803,2.6181,0.2087,30
wi,11,6,3.49,11.31,7373666.7,7.1647,3.0572,0.3267,30
wi,11,7,1.7933,10.2767,8229666.7,6.4627,2.7047,0.049,30
wi,11,8,1.37,9.43,8275666.7,6.2864,2.5752,0.0903,30
wi,11,9,1.9,10.05,7539000.0,6.5229,2.8925,0.1347,30
wi,11,10,1.5667,9.55,6955000.0,6.6034,3.011,0.394,30
wi,11,11,-0.3267,7.94,6946666.7,5.6569,2.9799,0.231,30
wi,11,12,-1.43,5.8633,7720000.0,5.2482,2.6837,0.137,30
wi,11,13,-1.53,6.39,7431000.0,5.0914,2.9657,0.121,30
wi,11,14,-0.3567,6.8433,6647666.7,5.4665,2.6097,0.0727,30
wi,11,15,0.13,7.04,6919666.7,5.6682,2.5733,0.0907,30
wi,11,16,-0.4367,6.2133,6479666.7,5.7008,2.6032,0.125,30
wi,11,17,-0.3933,6.0633,6289666.7,6.0118,2.8532,0.1563,30
wi,11,18,-1.1267,6.0233,6321000.0,5.712,2.8676,0.1557,30
wi,11,19,-0.9233,6.0667,6466000.0,5.4098,3.1046,0.1463,30
wi,11,20,-1.4667,5.22,6614333.3,5.1233,2.7064,0.0363,30
wi,11,21,-2.49,5.2267,6791333.3,4.8472,2.7208,0.1267,30
wi,11,22,-2.4867,4.77,6075000.0,4.8454,2.6408,0.0583,30
wi,11,23,-1.9667,5.8867,6204333.3,5.2164,2.8122,0.258,30
wi,11,24,-2.4433,5.1167,6090333.3,5.0307,2.9394,0.1933,30
wi,11,25,-2.0567,4.65,5959333.3,5.0506,2.8297,0.0893,30
wi,11,26,-3.1233,3.58,6113000.0,4.788,2.5419,0.1483,30
wi,11,27,-3.9967,3.0433,5813333.3,4.692,2.6054,0.2467,30
wi,11,28,-3.3367,3.7467,6388333.3,4.8327,2.6296,0.208,30
wi,11,29,-3.1067,4.2233,5469666.7,4.9882,2.6145,0.0903,30
wi,11,30,-3.2333,3.7867,5621333.3,4.7208,2.9154,0.1537,30
wi,12,1,-4.12,2.5633,5595333.3,4.1938,2.9289,0.2007,30
wi,12,2,-4.27,3.09,6098000.0,4.3428,2.579,0.1287,30
wi,12,3,-4.07,2.8067,5467333.3,4.9107,2.4794,0.2083,30
wi,12,4,-3.5533,2.9267,5023000.0,4.8897,2.5929,0.175,30
wi,12,5,-5.1467,1.86,5791666.7,4.3737,2.9363,0.104,30
wi,12,6,-6.77,0.1133,5756333.3,3.7028,2.8209,0.0453,30
wi,12,7,-7.5,-0.74,6333000.0,3.5186,2.4794,0.042,30
wi,12,8,-6.3267,0.03,5547000.0,3.8024,2.3882,0.0433,30
wi,12,9,-6.59,0.6667,5008666.7,4.033,2.6715,0.254,30
wi,12,10,-7.0733,0.1367,5729000.0,3.7864,2.8711,0.1797,30
wi,12,11,-7.0367,-0.8,5712333.3,3.7077,2.6171,0.1807,30
wi,12,12,-7.62,-0.3467,5474000.0,3.8098,2.7275,0.1153,30
wi,12,13,-6.7033,0.8567,5434666.7,4.0815,2.4514,0.107,30
wi,12,14,-5.4133,1.6533,5246666.7,4.5395,2.5553,0.354,30
wi,12,15,-5.9533,1.6767,5159000.0,4.4727,2.8443,0.174,30
wi,12,16,-6.5633,0.5633,4723000.0,4.1085,2.6533,0.1567,30
wi,12,17,-7.41,-1.2267,5377666.7,3.461,2.4935,0.0607,30
wi,12,18,-9.1767,-0.95,5637666.7,3.3124,2.5805,0.0947,30
wi,12,19,-7.49,-0.9367,5683666.7,3.472,2.6839,0.091,30
wi,12,20,-7.96,-0.5567,5204000.0,3.314,2.6324,0.175,30
wi,12,21,-8.17,-1.1033,4983666.7,3.5828,2.6964,0.1057,30
wi,12,22,-7.55,-1.5133,4781666.7,3.8411,2.6114,0.1647,30
wi,12,23,-7.2567,-0.8467,4480666.7,3.8509,2.8994,0.2437,30
wi,12,24,-8.8933,-1.72,5394333.3,3.5874,2.6861,0.169,30
wi,12,25,-8.6133,-1.8567,5649666.7,3.6447,2.6032,0.1507,30
wi,12,26,-8.26,-0.7267,5636000.0,3.6406,2.5292,0.1243,30
wi,12,27,-7.5233,-0.57,5079000.0,3.8791,2.5568,0.1503,30
wi,12,28,-7.2533,0.2733,4721333.3,3.946,2.687,0.2637,30
wi,12,29,-6.99,0.4067,5476333.3,4.0405,2.6499,0.1807,30
wi,12,30,-8.0033,-1.09,4690333.3,3.8079,2.5242,0.089,30
wi,12,31,-7.54,-1.6333,5305333.3,3.6531,2.6307,0.1113,30
ks,1,1,-6.2067,3.3067,8520333.3,3.7097,2.9324,0.055,30
ks,1,2,-7.3233,4.2533,9093666.7,3.7976,2.5982,0.024,30
ks,1,3,-6.5433,4.9133,8656666.7,3.8833,2.8391,0.0467,30
ks,1,4,-6.2333,4.13,9027333.3,3.6961,2.9863,0.0807,30
ks,1,5,-6.39,4.3233,8606333.3,3.6393,2.9913,0.0597,30
ks,1,6,-7.0,3.7267,9060666.7,3.6862,2.8283,0.0307,30
ks,1,7,-6.5033,4.5367,9004666.7,3.5089,2.8338,0.033,30
ks,1,8,-4.9267,6.3433,9444666.7,3.9878,2.8041,0.081,30
ks,1,9,-4.9267,5.9833,9837333.3,3.969,2.8647,0.037,30
ks,1,10,-4.73,6.4,9035666.7,4.0447,2.9789,0.0593,30
ks,1,11,-4.7333,6.8233,9317000.0,4.0777,3.0265,0.0657,30
ks,1,12,-6.0533,4.4233,9225333.3,3.5989,3.0778,0.0813,30
ks,1,13,-6.91,4.6133,9757666.7,3.4169,2.5797,0.0213,30
ks,1,14,-5.0033,5.5667,9874000.0,3.6574,2.7541,0.01,30
ks,1,15,-5.5667,4.8867,9586666.7,3.6471,2.9545,0.0703,30
ks,1,16,-6.2067,5.06,9275666.7,3.8517,2.9913,0.09,30
ks,1,17,-5.48,5.8867,9997000.0,3.8995,2.8501,0.0587,30
ks,1,18,-4.9433,7.33,9933666.7,3.7752,3.1087,0.0767,30
ks,1,19,-5.2867,6.45,9968000.0,3.7467,2.9449,0.016,30
ks,1,20,-5.3933,5.68,9862000.0,3.968,2.5005,0.0447,30
ks,1,21,-5.38,5.7967,9750333.3,4.0411,2.7265,0.0747,30
ks,1,22,-4.6367,5.7933,9813666.7,4.0578,2.9748,0.0907,30
ks,1,23,-6.23,5.9567,10684333.3,3.7657,2.8925,0.0193,30
ks,1,24,-5.2233,6.8533,10840000.0,3.894,2.7486,0.0113,30
ks,1,25,-4.7,6.58,9869333.3,3.8361,2.8961,0.0967,30
ks,1,26,-4.3467,6.4467,10298333.3,3.8769,3.1798,0.0497,30
ks,1,27,-4.8967,7.5467,10683666.7,4.0191,2.874,0.0737,30
ks,1,28,-4.4433,7.5833,10537333.3,4.2146,2.898,0.1263,30
ks,1,29,-5.33,6.8133,10668000.0,3.8676,2.7742,0.0483,30
ks,1,30,-5.5533,6.0067,10704000.0,3.8979,2.8618,0.1343,30
ks,1,31,-4.3033,6.05,10066000.0,4.1508,2.8295,0.1637,30
ks,2,1,-4.7867,6.3867,10925000.0,4.162,2.6715,0.1583,30
ks,2,2,-5.7567,6.8867,12121333.3,4.1769,2.8261,0.07,30
ks,2,3,-4.2567,6.65,11082666.7,4.5103,3.0699,0.1637,30
ks,2,4,-5.6067,6.7833,10942000.0,4.0742,3.0962,0.1947,30
ks,2,5,-5.0167,6.4567,11714666.7,3.9525,2.7392,0.0447,30
ks,2,6,-4.3833,6.7133,10655666.7,4.4966,2.6631,0.1327,30
ks,2,7,-5.0633,6.33,12417666.7,4.2944,2.67,0.0847,30
ks,2,8,-5.0833,6.6033,11820000.0,4.09,2.938,0.0793,30
ks,2,9,-4.1567,6.2433,12288333.3,4.1703,3.1724,0.1843,30
ks,2,10,-4.68,5.98,12764000.0,4.0859,3.1846,0.023,30
ks,2,11,-5.3333,5.9033,13467666.7,3.8773,3.1355,0.0393,30
ks,2,12,-5.5067,4.9633,12569333.3,3.7209,2.6954,0.0493,30
ks,2,13,-4.9433,8.01,12673666.7,3.9287,2.7742,0.089,30
ks,2,14,-3.8467,8.6867,12872000.0,4.3675,3.1465,0.0693,30
ks,2,15,-4.4233,7.2567,13068666.7,3.9959,3.2784,0.0243,30
ks,2,16,-5.7933,7.6533,13611333.3,3.824,2.8989,0.0367,30
ks,2,17,-3.2933,10.0767,14656000.0,4.2577,3.153,0.0643,30
ks,2,18,-1.8933,11.0967,13702000.0,4.2904,3.3939,0.059,30
ks,2,19,-1.71,11.1,13449000.0,4.9661,2.6832,0.0707,30
ks,2,20,-1.05,11.4567,13999000.0,5.2233,2.9882,0.1307,30
ks,2,21,-2.6733,10.7033,14023333.3,4.6517,3.0447,0.1703,30
ks,2,22,-2.3633,11.47,14083000.0,4.775,2.9485,0.0397,30
ks,2,23,-2.21,9.5733,13584333.3,4.8629,3.1511,0.291,30
ks,2,24,-3.5333,9.4533,14546333.3,4.5197,3.1784,0.2887,30
ks,2,25,-3.36,9.25,14776333.3,4.3192,3.3067,0.1473,30
ks,2,26,-4.04,9.5,15713333.3,4.3486,3.0275,0.052,30
ks,2,27,-4.0867,9.7033,15051666.7,4.2078,3.0443,0.1103,30
ks,2,28,-2.7533,9.38,14601000.0,4.35,3.2962,0.022,30
ks,3,1,-3.2533,10.27,15763666.7,4.09,3.1154,0.083,30
ks,3,2,-3.43,9.3833,15846000.0,4.0625,3.1077,0.111,30
ks,3,3,-3.2633,9.9967,17737333.3,4.2443,3.005,0.1203,30
ks,3,4,-2.2333,12.7767,15615666.7,4.736,3.2392,0.065,30
ks,3,5,-0.72,12.3833,17473333.3,5.0595,3.4274,0.0797,30
ks,3,6,-0.7567,13.75,16811666.7,4.8777,3.4542,0.0443,30
ks,3,7,0.28,12.49,15936000.0,5.4947,3.7451,0.0833,30
ks,3,8,-1.2267,11.3067,14806333.3,5.4441,3.38,0.2713,30
ks,3,9,-0.86,12.2933,17283000.0,5.6057,3.3675,0.09,30
ks,3,10,-0.9867,13.91,17710333.3,4.9606,3.1604,0.056,30
ks,3,11,-0.1233,13.0633,16846333.3,5.05,3.2404,0.1573,30
ks,3,12,0.8767,14.7667,16078333.3,5.9501,3.2356,0.1233,30
ks,3,13,1.3067,14.9967,15387666.7,6.4501,3.034,0.1803,30
ks,3,14,1.7767,14.8833,16498000.0,6.3472,3.2186,0.2083,30
ks,3,15,2.0433,14.81,16712333.3,6.2827,3.3239,0.145,30
ks,3,16,1.5367,16.24,17208666.7,6.1571,3.4192,0.0653,30
ks,3,17,2.51,15.0833,16416666.7,6.5022,3.2406,0.1713,30
ks,3,18,2.19,13.8133,15630666.7,6.6219,3.3208,0.2357,30
ks,3,19,1.8533,14.5067,14842333.3,6.6928,3.2332,0.31,30
ks,3,20,1.64,16.3833,18925666.7,6.1492,3.4762,0.166,30
ks,3,21,2.4833,16.9867,18819333.3,6.4957,3.3826,0.1403,30
ks,3,22,2.9567,15.6433,16713666.7,6.8885,3.0759,0.2683,30
ks,3,23,3.3633,15.9667,17756000.0,7.0824,3.4571,0.2343,30
ks,3,24,3.1267,15.98,16493000.0,7.4996,3.7947,0.146,30
ks,3,25,2.3667,13.54,17014000.0,7.0761,3.2998,0.078,30
ks,3,26,2.4967,15.1533,18270666.7,7.1085,3.3419,0.058,30
ks,3,27,3.4867,15.3033,15815333.3,7.2317,3.7561,0.264,30
ks,3,28,2.4667,16.12,19942666.7,6.9327,3.0852,0.1187,30
ks,3,29,4.6967,17.1067,17977333.3,7.399,3.538,0.2967,30
ks,3,30,4.2967,18.0933,19275666.7,7.2993,3.6558,0.1603,30
ks,3,31,4.0867,16.7933,20712333.3,6.6516,3.4839,0.2343,30
ks,4,1,3.7333,18.28,20561666.7,6.6573,3.4293,0.0387,30
ks,4,2,4.7733,20.2633,20283666.7,7.1619,3.6079,0.1067,30
ks,4,3,5.0567,18.01,18593000.0,7.1206,3.7422,0.2337,30
ks,4,4,2.8767,17.8467,20983333.3,6.5259,3.0313,0.1493,30
ks,4,5,5.2533,19.8833,20585000.0,7.3908,3.9151,0.1727,30
ks,4,6,6.8367,19.08,19926666.7,8.0493,4.1821,0.189,30
ks,4,7,4.9233,18.34,19749666.7,7.2699,3.7717,0.384,30
ks,4,8,3.9033,18.4433,21006666.7,7.014,3.2844,0.097,30
ks,4,9,4.4767,20.2067,19582666.7,7.5402,3.3752,0.0953,30
ks,4,10,6.41,19.2,20031000.0,7.4624,3.8713,0.3297,30
ks,4,11,5.34,19.1933,21642000.0,6.9495,4.0822,0.1507,30
ks,4,12,4.93,20.1867,21905666.7,7.4023,3.8208,0.126,30
ks,4,13,5.4633,20.45,20995000.0,7.6993,3.6091,0.1807,30
ks,4,14,6.2967,20.5067,21429333.3,8.3789,3.907,0.2837,30
ks,4,15,7.1267,20.7267,21721333.3,8.4069,4.3523,0.1287,30
ks,4,16,7.1667,19.5833,20123000.0,8.354,4.0564,0.392,30
ks,4,17,5.9667,19.8067,20424000.0,8.2517,3.1228,0.4543,30
ks,4,18,7.4567,21.49,23000000.0,8.999,3.9197,0.234,30
ks,4,19,7.2667,20.6767,22539000.0,8.6318,3.5076,0.0913,30
ks,4,20,7.5467,20.1933,20962333.3,8.6652,3.5418,0.282,30
ks,4,21,7.4033,20.9533,21967666.7,8.5862,2.8965,0.136,30
ks,4,22,7.65,20.91,20751666.7,9.1846,3.4374,0.2703,30
ks,4,23,7.3667,20.33,20723333.3,8.7301,3.3869,0.27,30
ks,4,24,8.4467,21.4,20219666.7,9.5951,3.3862,0.273,30
ks,4,25,7.7267,20.5733,18839333.3,9.0804,3.6448,0.206,30
ks,4,26,7.3967,20.3667,19584000.0,8.8661,3.2562,0.172,30
ks,4,27,7.8867,21.22,21353000.0,9.0699,3.4451,0.312,30
ks,4,28,7.8433,20.72,20427666.7,9.4429,3.4901,0.234,30
ks,4,29,8.73,21.0233,19426666.7,9.9694,3.8914,0.3813,30
ks,4,30,9.1533,21.3967,20244666.7,9.8587,3.76,0.5017,30
ks,5,1,8.6467,20.8233,19242333.3,9.7066,3.3414,0.4183,30
ks,5,2,8.29,20.6533,21835000.0,9.9608,3.3302,0.3573,30
ks,5,3,8.4433,21.02,21279000.0,10.1965,2.7215,0.2137,30
ks,5,4,10.0433,22.6667,21788333.3,10.9965,3.2514,0.413,30
ks,5,5,10.35,22.7867,22199666.7,11.5173,3.1542,0.305,30
ks,5,6,11.8367,24.4867,20067000.0,12.6062,3.2998,0.3337,30
ks,5,7,12.4767,24.4567,21795333.3,12.6813,3.4008,0.375,30
ks,5,8,12.6033,25.4267,24469333.3,12.7121,3.4463,0.3037,30
ks,5,9,11.43,24.1833,23241000.0,11.3943,3.1642,0.3063,30
ks,5,10,11.4033,24.2767,21765000.0,11.9089,3.3103,0.3327,30
ks,5,11,11.8833,23.7833,22830666.7,12.3978,3.4968,0.3147,30
ks,5,12,10.3967,22.3833,21289000.0,11.4108,3.1819,0.5523,30
ks,5,13,10.0667,23.5233,22769000.0,11.4364,3.2911,0.3203,30
ks,5,14,11.1167,24.4267,24225333.3,12.0754,3.0878,0.154,30
ks,5,15,12.5533,24.6767,23120333.3,13.25,3.1724,0.414,30
ks,5,16,12.7267,24.9567,22366000.0,13.6847,3.0594,0.4107,30
ks,5,17,13.13,26.0567,24058000.0,13.3412,3.5423,0.2993,30
ks,5,18,13.1133,25.99,23924000.0,13.2769,3.2128,0.237,30
ks,5,19,13.58,25.89,21039333.3,14.0317,3.4156,0.8247,30
ks,5,20,12.8233,24.2567,21481333.3,13.3403,3.2131,0.4153,30
ks,5,21,12.2667,25.3033,24231000.0,13.2392,3.2789,0.2693,30
ks,5,22,14.15,26.34,22520666.7,14.2345,3.5287,0.265,30
ks,5,23,14.9967,26.1233,20709333.3,15.574,3.5526,0.6077,30
ks,5,24,14.7267,25.8633,20559333.3,15.5444,3.2272,0.8467,30
ks,5,25,13.99,25.4333,21458333.3,15.2039,3.0565,0.3717,30
ks,5,26,14.3667,25.9133,22463000.0,15.777,2.8848,0.4143,30
ks,5,27,14.8333,26.2767,22553666.7,15.648,3.1092,0.389,30
ks,5,28,14.8167,26.9933,24262666.7,15.2222,3.1051,0.1193,30
ks,5,29,15.54,28.3367,24445333.3,15.8096,3.096,0.2147,30
ks,5,30,16.04,28.0867,23274666.7,15.7863,3.5267,0.5233,30
ks,5,31,14.9467,27.0133,23123666.7,15.4118,2.5742,0.6733,30
ks,6,1,15.5167,27.5133,23756333.3,15.7341,2.9044,0.405,30
ks,6,2,15.14,27.9233,25135666.7,15.6406,2.8276,0.4827,30
ks,6,3,15.8767,28.0633,23534000.0,16.0203,2.959,0.294,30
ks,6,4,16.4467,28.0567,22263000.0,17.1729,2.83,0.4723,30
ks,6,5,16.3833,28.4,23840666.7,16.6383,2.9121,0.66,30
ks,6,6,16.9833,29.7467,26126000.0,16.6946,2.8597,0.1417,30
ks,6,7,17.9467,30.0667,25860000.0,17.1246,3.4226,0.0907,30
ks,6,8,17.6233,30.01,25947333.3,17.2971,3.5076,0.2817,30
ks,6,9,17.0133,29.5733,23960666.7,17.1665,3.492,0.4063,30
ks,6,10,17.7,29.6633,23415666.7,18.2012,3.4911,0.356,30
ks,6,11,18.43,30.71,25561000.0,18.414,3.4204,0.1933,30
ks,6,12,17.9033,30.18,23813000.0,18.3137,2.8439,0.8177,30
ks,6,13,17.9,30.49,25330000.0,17.6901,3.1506,0.2727,30
ks,6,14,18.0133,30.8833,25917666.7,17.3344,3.3725,0.228,30
ks,6,15,18.2533,31.2233,25163333.3,17.4618,3.0689,0.493,30
ks,6,16,18.5767,30.9833,25398333.3,18.3553,3.067,0.5973,30
ks,6,17,19.2667,31.5267,25907666.7,18.8254,3.4331,0.1027,30
ks,6,18,19.5033,31.2667,24268000.0,18.7985,3.4906,0.2613,30
ks,6,19,19.2867,30.8167,22681666.7,19.3308,3.2289,0.2937,30
ks,6,20,20.52,32.22,24546000.0,20.1879,3.4913,0.195,30
ks,6,21,20.0033,31.91,26177000.0,19.2113,3.6407,0.2307,30
ks,6,22,19.87,32.0567,26052666.7,19.2378,3.3179,0.1627,30
ks,6,23,19.5667,32.2833,25671666.7,19.5008,3.2365,0.2363,30
ks,6,24,20.5967,32.5067,25651666.7,19.4392,3.3278,0.321,30
ks,6,25,20.54,32.6267,26066333.3,18.912,3.4156,0.1847,30
ks,6,26,19.45,32.29,25495000.0,18.7331,2.9669,0.318,30
ks,6,27,20.1733,32.51,25102000.0,18.9851,3.0538,0.137,30
ks,6,28,19.8833,32.7767,26205000.0,18.8756,3.1295,0.14,30
ks,6,29,20.02,32.8533,25250000.0,18.3973,3.1578,0.2827,30
ks,6,30,19.8733,32.39,25104666.7,18.8311,2.9195,0.2457,30
ks,7,1,19.2967,32.13,25080000.0,18.544,2.857,0.151,30
ks,7,2,20.2733,32.1533,24142333.3,19.4879,2.9763,0.2957,30
ks,7,3,20.5467,32.2967,24346000.0,20.0401,3.1566,0.255,30
ks,7,4,19.9167,32.51,25776666.7,19.7397,3.1422,0.2623,30
ks,7,5,20.4367,32.72,25748666.7,20.1587,3.0471,0.1623,30
ks,7,6,20.4667,33.0833,25640333.3,19.7501,2.7428,0.1093,30
ks,7,7,21.0033,32.6767,25218333.3,20.1926,3.0088,0.3193,30
ks,7,8,20.5967,32.7567,25504666.7,20.3256,2.9205,0.276,30
ks,7,9,20.6567,33.0667,24666666.7,20.6696,2.75,0.1653,30
ks,7,10,20.77,33.2467,26081666.7,20.3733,2.8853,0.2377,30
ks,7,11,21.0067,33.36,25970666.7,20.2713,2.9693,0.161,30
ks,7,12,20.8,33.9333,25623000.0,19.9785,2.6913,0.094,30
ks,7,13,20.9,34.0267,26192000.0,20.319,2.7181,0.0847,30
ks,7,14,21.2767,34.1233,25592666.7,20.89,2.7519,0.3833,30
ks,7,15,21.0567,33.9133,25366000.0,20.5765,2.522,0.2223,30
ks,7,16,21.4133,33.65,24780000.0,21.2006,2.6588,0.216,30
ks,7,17,21.82,34.06,25485333.3,21.2144,2.9645,0.237,30
ks,7,18,22.0233,34.3233,25270666.7,20.6746,3.0651,0.1043,30
ks,7,19,22.2633,35.12,25667000.0,20.6806,3.0043,0.068,30
ks,7,20,22.57,34.93,25913333.3,20.8549,3.0177,0.5613,30
ks,7,21,21.8167,34.15,25369000.0,20.2601,3.0294,0.2037,30
ks,7,22,21.3833,34.1533,25083333.3,19.9138,2.7407,0.3057,30
ks,7,23,20.8867,33.5967,25790333.3,19.857,2.6353,0.226,30
ks,7,24,21.45,34.1067,24902666.7,20.1087,3.0093,0.1797,30
ks,7,25,21.7333,34.1,24012333.3,20.2495,3.2698,0.195,30
ks,7,26,21.15,33.7133,23377333.3,20.9917,2.7773,0.368,30
ks,7,27,20.9267,33.42,24224666.7,20.4158,2.7617,0.166,30
ks,7,28,20.8033,32.9467,22659333.3,20.6689,2.4938,0.4297,30
ks,7,29,20.2333,31.92,21794666.7,20.6311,2.4296,0.4177,30
ks,7,30,20.51,31.97,21857666.7,20.0425,2.6604,0.288,30
ks,7,31,20.3967,32.9333,24075333.3,20.1089,2.7148,0.1003,30
ks,8,1,20.4467,33.07,24300333.3,20.1137,2.7617,0.3337,30
ks,8,2,20.8433,33.1167,23886000.0,19.8994,2.6839,0.17,30
ks,8,3,21.2367,33.3367,24075666.7,21.1474,2.6157,0.1247,30
ks,8,4,21.0,33.2933,22930333.3,20.7686,2.8958,0.2053,30
ks,8,5,20.4533,32.9767,23628333.3,20.2969,2.7332,0.1963,30
ks,8,6,20.7333,32.5333,22784000.0,20.3378,2.6585,0.2187,30
ks,8,7,20.69,32.8167,22598666.7,20.9687,2.5965,0.213,30
ks,8,8,20.34,33.1033,22848333.3,20.3295,2.7366,0.3653,30
ks,8,9,20.4767,32.6133,22877333.3,20.2814,2.4354,0.187,30
ks,8,10,20.0967,31.4833,20763333.3,20.7309,2.303,0.2727,30
ks,8,11,19.5133,31.5167,22998333.3,19.8683,2.5328,0.2097,30
ks,8,12,19.5967,31.6967,22930000.0,19.6301,2.5127,0.2177,30
ks,8,13,19.0167,31.0833,21785000.0,19.3703,2.6202,0.6617,30
ks,8,14,18.8533,30.75,22357000.0,18.9686,2.6458,0.4427,30
ks,8,15,19.4933,31.4167,22534000.0,19.3508,2.777,0.1617,30
ks,8,16,19.8433,31.7567,21590000.0,20.0004,2.6897,0.296,30
ks,8,17,19.3567,31.4067,21715333.3,19.8851,2.6351,0.169,30
ks,8,18,19.0167,31.3133,22104000.0,19.4441,2.5671,0.0943,30
ks,8,19,19.0867,31.7233,21011333.3,19.7051,2.7955,0.4433,30
ks,8,20,18.9533,31.66,22616333.3,19.0656,2.6961,0.1767,30
ks,8,21,19.5233,32.0867,22602666.7,18.748,2.7926,0.1173,30
